WINE_ID,WINE_NM,WINE_AREA_NM,WINE_CTGRY,WINE_PRC
"2233","Calcu Gran Reserva Cabernet Sauvignon 2015","Cabernet Sauvignon from Colchagua Valley, Rapel Valley, Chile","red wine","24"
"2234","Calcu Rose 2016","Rosé from Colchagua Valley, Rapel Valley, Chile","pink and rosé","12"
"2235","Calcu Carmenere 2015","Carmenere from Colchagua Valley, Rapel Valley, Chile","red wine","14"
"2236","Calcu Cabernet Franc 2016","Cabernet Franc from Colchagua Valley, Rapel Valley, Chile","red wine","13"
"2237","Caldora Montepulciano d'Abruzzo 2017","Montepulciano from Abruzzo, Italy","red wine","13"
"2238","Calendal Cotes du Rhone Villages Plan de Dieu 2011","Rhone Red Blends from Cotes du Rhone Villages, Rhone, France","red wine","30"
"2239","Calera Mt. Harlan Mills Vineyard Pinot Noir 2011","Pinot Noir from Mt. Harlan, Central Coast, California","red wine","58"
"2240","Calera Mt. Harlan Viognier 2015","Viognier from Central Coast, California","white wine","33"
"2241","Calera Central Coast Pinot Noir 2016","Pinot Noir from Central Coast, California","red wine","30"
"2242","Calera Central Coast Chardonnay 2016","Chardonnay from Central Coast, California","white wine","23"
"2243","Calera Central Coast Pinot Noir (375ML half-bottle) 2016","Pinot Noir from Central Coast, California","red wine","16"
"2244","Calera Mt. Harlan Selleck Pinot Noir (375ML half-bottle) 2006","Pinot Noir from Mt. Harlan, Central Coast, California","red wine","49"
"2245","Calera Central Coast Chardonnay (375ml half-bottle) 2016","Chardonnay from Central Coast, California","white wine","13"
"2246","Calera Vin Gris of Pinot Noir 2017","Rosé from Central Coast, California","pink and rosé","23"
"2247","Calera Mt. Harlan Viognier 2016","Viognier from Mt. Harlan, Central Coast, California","white wine","32"
"2248","Calera Mt. Harlan Chardonnay 2016","Chardonnay from Mt. Harlan, Central Coast, California","white wine","53"
"2249","Calina Carmenere 2017","Carmenere from Chile","red wine","11"
"2250","CaliPaso Chardonnay 2016","Chardonnay from Paso Robles, Central Coast, California","white wine","15"
"2251","CaliPaso Cabernet Sauvignon 2016","Cabernet Sauvignon from Paso Robles, Central Coast, California","red wine","27"
"2252","CaliPaso Tempranillo 2014","Tempranillo from Paso Robles, Central Coast, California","red wine","26"
"2253","CaliPaso Zinfandel 2014","Zinfandel from Paso Robles, Central Coast, California","red wine","27"
"2254","CaliPaso Cuvee Blanc 2015","Rhone White Blends from Paso Robles, Central Coast, California","white wine","15"
"2255","CaliPaso Zinfandel 2013","Zinfandel from Paso Robles, Central Coast, California","red wine","24"
"2256","Calista Coast Range Pinot Noir 2016","Pinot Noir from California","red wine","21"
"2257","Caliu Terra Alta Blanco 2013","Other White Wine from Terra Alta, Spain","white wine","12"
"2258","Calluna Chalk Hill Calluna Vineyards Cuvee 2014","Bordeaux Red Blends from Chalk Hill, Sonoma County, California","red wine","33"
"2259","Calluna Estate Red 2012","Bordeaux Red Blends from Sonoma County, California","red wine","85"
"2260","Cambiata Winery Tannat 2014","Tannat from Monterey, Central Coast, California","red wine","30"
"2261","Cambiata Winery Chardonnay 2015","Chardonnay from Arroyo Seco, Monterey, Central Coast, California","white wine","22"
"2262","Cambiata Winery Pinot Noir 2017","Pinot Noir from Santa Lucia Highlands, Monterey, Central Coast, California","red wine","20"
"2263","Cambria Katherine's Vineyard Chardonnay 2015","Chardonnay from Santa Maria Valley, Central Coast, California","white wine","22"
"2264","Cambria Julia's Vineyard Rose of Pinot Noir 2017","Rosé from Santa Maria Valley, Central Coast, California","pink and rosé","25"
"2265","Cambria Benchbreak Pinot Noir 2014","Pinot Noir from Santa Maria Valley, Central Coast, California","red wine","25"
"2266","Cambria Julia's Vineyard Pinot Noir 2015","Pinot Noir from Santa Maria Valley, Central Coast, California","red wine","25"
"2267","Cambria Tepusquet Vineyard Syrah 2014","Syrah/Shiraz from Santa Maria Valley, Central Coast, California","red wine","19"
"2268","Camelot Cabernet Sauvignon","Cabernet Sauvignon from California","red wine","12"
"2269","Cameron Hughes Lot 339 Field Blend 2010","Bordeaux Red Blends from Napa Valley, California","red wine","25"
"2270","Camigliano Gualto Brunello di Montalcino Riserva 2011","Sangiovese from Montalcino, Tuscany, Italy","red wine","100"
"2271","Camigliano Rosso di Montalcino 2014","Sangiovese from Tuscany, Italy","red wine","19"
"2272","Camigliano Brunello di Montalcino 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","55"
"2273","Camigliano Brunello di Montalcino (375ML half-bottle) 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","30"
"2274","Camigliano Rosso di Montalcino 2016","Sangiovese from Tuscany, Italy","red wine","22"
"2275","Camigliano Gualto Brunello di Montalcino Riserva 2012","Sangiovese from Montalcino, Tuscany, Italy","red wine","101"
"2276","Camino Cellars Soberanes Vineyard Chardonnay 2015","Chardonnay from Santa Lucia Highlands, Monterey, Central Coast, California","white wine","46"
"2277","Camino Cellars Montecillo Vineyard Cabernet Sauvignon 2015","Cabernet Sauvignon from Moon Mountain District, Sonoma Valley, Sonoma County, California","red wine","70"
"2278","Camino Roca Altxerri Txakoli 2017","Other White Blends from Spain","white wine","18"
"2279","Camp Merlot 2016","Merlot from Sonoma County, California","red wine","19"
"2280","Camp Chardonnay 2016","Chardonnay from Sonoma County, California","white wine","17"
"2281","Camp Merlot 2017","Merlot from Sonoma County, California","red wine","20"
"2282","Camp Cabernet Sauvignon 2017","Cabernet Sauvignon from Sonoma County, California","red wine","20"
"2283","Camp Chardonnay 2017","Chardonnay from Sonoma County, California","white wine","18"
"2284","Camp Cabernet Franc 2017","Cabernet Franc from Sonoma County, California","red wine","20"
"2285","Camp Zinfandel 2017","Zinfandel from Sonoma County, California","red wine","19"
"2286","Campagnola Pinot Grigio 2017","Pinot Gris/Grigio from Veneto, Italy","white wine","10"
"2287","Campagnola Amarone (375ML half-bottle) 2014","Other Red Blends from Veneto, Italy","red wine","24"
"2288","Campbells Bobbie Burns Shiraz 2013","Syrah/Shiraz from Rutherglen, Australia","red wine","21"
"2289","Campbells Rutherglen Tokay (375ML)","Other Dessert from Rutherglen, Australia","","22"
"2290","Campbells Rutherglen Muscat (375ML half-bottle)","Other Dessert from Rutherglen, Australia","screw cap","22"
"2291","Campo Viejo Garnacha 2014","Grenache from Rioja, Spain","red wine","12"
"2292","Campo Viejo Cava Brut Rose","Rosé Sparkling Wine from Penedes, Spain","sparkling & champagne","15"
"2293","Campo Viejo Reserva Rioja 2012","Tempranillo from Rioja, Spain","red wine","13"
"2294","Campo Viejo Gran Reserva 2011","Tempranillo from Rioja, Spain","red wine","23"
"2295","Campo Viejo Tempranillo 2015","Tempranillo from Rioja, Spain","red wine","10"
"2296","Campo Viejo Cava Brut Reserva","Non-Vintage Sparkling Wine from Penedes, Spain","sparkling & champagne","15"
"2297","Campos da Neboa Mencia 2013","Mencia from Spain","red wine","18"
"2298","Campos de Celtas Albarino 2014","Albarino from Spain","white wine","16"
"2299","Campos de Luz Reserva Garnacha 2013","Grenache from Cariñena, Spain","red wine","14"
"2300","Campos de Luz Old Vine Garnacha 2016","Grenache from Cariñena, Spain","red wine","11"
"2301","Campos de Luz Crianza Garnacha 2014","Grenache from Cariñena, Spain","red wine","13"
"2302","Campos de Luz Reserva Garnacha 2011","Grenache from Cariñena, Spain","red wine","14"
"2303","Campos de Luz Old Vine Garnacha 2015","Grenache from Cariñena, Spain","red wine","10"
"2304","Campos de Luz Blanc 2016","Other White Blends from Spain","white wine","11"
"2305","Campos de Luz Rose 2017","Rosé from Cariñena, Spain","pink and rosé","10"
"2306","Campos de Risca Monastrell 2016","Other Red Wine from Jumilla, Spain","red wine","14"
"2307","Campos de Risca Monastrell 2014","Other Red Wine from Jumilla, Spain","red wine","13"
"2308","Campos de Suenos Verdejo 2014","Verdejo from Rueda, Spain","white wine","11"
"2309","Campos de Suenos Verdejo 2016","Verdejo from Rueda, Spain","white wine","16"
"2310","Camps d'Estels Cava Brut","Non-Vintage Sparkling Wine from Penedes, Spain","sparkling & champagne","14"
"2311","Camps d'Estels Cava Nature","Non-Vintage Sparkling Wine from Penedes, Spain","sparkling & champagne","14"
"2312","Can Rafols dels Caus Terraprima Red 2012","Other Red Blends from Spain","red wine","16"
"2313","Can Rafols dels Caus Terraprima White 2015","Other White Blends from Spain","white wine","18"
"2314","Can Sumoi Perfum 2017","Other White Blends from Penedes, Spain","white wine","25"
"2315","Can Sumoi Xarel-lo 2017","Other White Wine from Penedes, Spain","white wine","30"
"2316","Can Sumoi La Rosa Rose 2017","Rosé from Penedes, Spain","pink and rosé","23"
"2317","Canalicchio di Sopra Brunello di Montalcino 2011","Sangiovese from Montalcino, Tuscany, Italy","red wine","79"
"2318","Canals Canals Brut Cava Classic","Non-Vintage Sparkling Wine from Penedes, Spain","sparkling & champagne","15"
"2319","Canard-Duchene Authentic Brut Rose","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","50"
"2320","Canard-Duchene Authentic Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"2321","Candoni Organic Merlot 2015","Merlot from Veneto, Italy","red wine","12"
"2322","Candoni Merlot 2013","Merlot from Italy","red wine","13"
"2323","Candoni Moscato","Non-Vintage Sparkling Wine from Lombardy, Italy","sparkling & champagne","14"
"2324","Candoni Pinot Grigio 2016","Pinot Gris/Grigio from Veneto, Italy","white wine","13"
"2325","Candoni Pinot Noir 2016","Pinot Noir from Lombardy, Italy","red wine","13"
"2326","Candoni Organic Pinot Grigio 2017","Pinot Gris/Grigio from Veneto, Italy","white wine","12"
"2327","Candoni Organic Buongiorno 2015","Other Red Blends from Puglia, Italy","red wine","13"
"2328","Candoni Chianti 2014","Sangiovese from Chianti, Tuscany, Italy","red wine","11"
"2329","Canella Prosecco Brut","Non-Vintage Sparkling Wine from Prosecco, Italy","sparkling & champagne","18"
"2330","Canella Blood Orange Mimosa","Non-Vintage Sparkling Wine from Veneto, Italy","sparkling & champagne","14"
"2331","Canella Bellini","Non-Vintage Sparkling Wine from Veneto, Italy","sparkling & champagne","13"
"2332","Canella Brut Rose","Rosé Sparkling Wine from Prosecco, Italy","sparkling & champagne","23"
"2333","Canella Millesimato Prosecco Superiore di Conegliano 2017","Vintage Sparkling Wine from Valdobbiadene, Prosecco, Italy","sparkling & champagne","22"
"2334","Cannonball Cabernet Sauvignon (1.5 Liter Magnum) 2016","Cabernet Sauvignon from California","red wine","39"
"2335","Cannonball Chardonnay 2016","Chardonnay from Sonoma County, California","white wine","16"
"2336","Cannonball Eleven Merlot 2016","Merlot from Sonoma County, California","red wine","30"
"2337","Cannonball Merlot 2016","Merlot from Sonoma County, California","red wine","15"
"2338","Cannonball Cabernet Sauvignon 2016","Cabernet Sauvignon from California","red wine","16"
"2339","Cannonball Eleven Cabernet Sauvignon 2016","Cabernet Sauvignon from Sonoma County, California","red wine","36"
"2340","Cannonball Eleven Chardonnay 2017","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","35"
"2341","Cannonball Sauvignon Blanc 2017","Sauvignon Blanc from Sonoma County, California","white wine","15"
"2342","Cannonball Eleven Sauvignon Blanc 2017","Sauvignon Blanc from Dry Creek Valley, Sonoma County, California","white wine","25"
"2343","Canoe Ridge The Expedition Chardonnay 2015","Chardonnay from Horse Heaven Hills, Columbia Valley, Washington","white wine","14"
"2344","Canoe Ridge Reserve Cabernet Sauvignon 2011","Cabernet Sauvignon from Columbia Valley, Washington","red wine","22"
"2345","Canoe Ridge The Expedition Cabernet Sauvignon 2016","Cabernet Sauvignon from Columbia Valley, Washington","red wine","17"
"2346","Cantele Primitivo 2016","Primitivo from Italy","red wine","12"
"2347","Cantele Salice Salentino Riserva 2014","Negroamaro from Italy","red wine","12"
"2348","Cantele Negroamaro Rosato 2017","Rosé from Puglia, Italy","pink and rosé","13"
"2349","Cantele Amativo 2015","Other Red Blends from Italy","red wine","32"
"2350","Cantina Cellaro Luma Nero d'Avola 2017","Nero d'Avola from Sicily, Italy","red wine","11"
"2351","Cantina Cortaccia Pinot Grigio 2016","Pinot Gris/Grigio from Trentino-Alto Adige, Italy","white wine","16"
"2352","Cantina del Pino Ovello Barbaresco (1.5L Magnum) 2004","Nebbiolo from Barbaresco, Piedmont, Italy","red wine","140"
"2353","Cantina di Soave Rocca Sveva Soave Classico 2014","Garganega from Soave, Veneto, Italy","white wine","15"
"2354","Cantina Paltrinieri L'Eclisse Lambrusco di Sorbara 2017","Vintage Sparkling Wine from Emilia-Romagna, Italy","sparkling & champagne","24"
"2355","Cantina Valle Tritana Verdicchio di Matelica 2016","Verdicchio from Marche, Italy","white wine","14"
"2356","Cantina Villafranca Frascati 2016","Other White Blends from Lazio, Italy","white wine","13"
"2357","Cantine Elvio Tintero Rosato","Rosé from Italy","pink and rosé","10"
"2358","Cantine Elvio Tintero Moscato d'Asti Sori Gramella 2017","Muscat from Asti, Piedmont, Italy","white wine","13"
"2359","Cantine Maschio Prosecco Brut","Non-Vintage Sparkling Wine from Prosecco, Italy","sparkling & champagne","18"
"2360","Canvasback Red Mountain Cabernet Sauvignon 2015","Cabernet Sauvignon from Red Mountain, Yakima Valley, Columbia Valley, Washington","red wine","40"
"2361","Canvasback Red Mountain Cabernet Sauvignon 2014","Cabernet Sauvignon from Red Mountain, Yakima Valley, Columbia Valley, Washington","red wine","40"
"2362","Cap Royal Bordeaux Superieur 2015","Bordeaux Red Blends from Bordeaux, France","red wine","15"
"2363","Caparzo Brunello di Montalcino La Casa 2012","Sangiovese from Montalcino, Tuscany, Italy","red wine","79"
"2364","Caparzo Brunello di Montalcino 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","45"
"2365","Caparzo Sangiovese 2016","Sangiovese from Tuscany, Italy","red wine","11"
"2366","Cape Mentelle Rose 2018","Rosé from Margaret River, Australia","pink and rosé","19"
"2367","Cape Mentelle Sauvignon Blanc Semillon 2017","Bordeaux White Blends from Margaret River, Australia","white wine","17"
"2368","Cape Point Stonehaven Sauvignon Blanc 2016","Sauvignon Blanc from Cape Peninsula, South Africa","white wine","15"
"2369","Capezzana Barco Reale 2015","Tuscan Blends from Tuscany, Italy","red wine","18"
"2370","Capezzana Villa di Carmignano 2013","Tuscan Blends from Carmignano, Tuscany, Italy","red wine","27"
"2371","Capiaux Cellars Garys' Vineyard Pinot Noir 2015","Pinot Noir from Santa Lucia Highlands, Monterey, Central Coast, California","red wine","50"
"2372","Capiaux Cellars Pisoni Vineyard Pinot Noir 2016","Pinot Noir from Santa Lucia Highlands, Monterey, Central Coast, California","red wine","55"
"2373","Capiaux Cellars Chimera Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","33"
"2374","Capiaux Cellars Garys' Vineyard Pinot Noir 2014","Pinot Noir from Santa Lucia Highlands, Monterey, Central Coast, California","red wine","49"
"2375","Capiaux Cellars Widdoes Vineyard Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","45"
"2376","Capichera Lintori Vermentino 2017","Vermentino from Sardinia, Italy","white wine","25"
"2377","Caposaldo Chianti 2016","Sangiovese from Chianti, Tuscany, Italy","red wine","10"
"2378","Caposaldo Sparkling Peach Moscato","Non-Vintage Sparkling Wine from Veneto, Italy","sparkling & champagne","14"
"2379","Caposaldo Pinot Grigio 2017","Pinot Gris/Grigio from Veneto, Italy","white wine","9"
"2380","Caposaldo Prosecco","Non-Vintage Sparkling Wine from Prosecco, Italy","sparkling & champagne","15"
"2381","Capture Alliance Red Wine 2013","Bordeaux Red Blends from Spring Mountain District, Napa Valley, California","red wine","75"
